refArea,Percentage of cases out of national total ,structure,Observation URI,references,Existence of chronic diseases - Hypertension,publisher,Existence of chronic diseases - does not exist,Town,Nb of Covid-19 cases,Existence of chronic diseases - Cardiovascular disease ,dataset,Existence of chronic diseases - Diabetes 
https://dbpedia.org/page/Akkar_Governorate,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jdidet+Ej-Joumeh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Jdidet Ej-Joumeh,12,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/ZahlÃ©_District,1.00E-01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jdita,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Jdita,1067,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Akkar_Governorate,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jebrayel,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Jebrayel,107,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Sidon_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jenjlaya,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Jenjlaya,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Tyre_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jennata,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Jennata,6,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
https://dbpedia.org/page/South_Governorate,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jensnaya,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Jensnaya,67,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jenta,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Jenta,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Byblos_District,2.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jeoddayel+Jbeil,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Jeoddayel Jbeil,218,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Akkar_Governorate,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jermanya,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Jermanya,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/South_Governorate,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jernaya,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Jernaya,21,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
https://dbpedia.org/page/South_Governorate,7.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jezzine-Ain+Majdelin,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Jezzine-Ain Majdelin,750,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Nabatieh_Governorate,1.00E-01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jibchit,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,1,Jibchit,1050,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Mount_Lebanon_Governorate,1.50E-01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jiyeh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Jiyeh,1597,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Mount_Lebanon_Governorate,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jmailiyeh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Jmailiyeh,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Tyre_District,1.40E-01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jouaiya,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Jouaiya,1486,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Baabda_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jouar+El-Haouz,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Jouar El-Haouz,25,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Western_Beqaa_District,9.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Joubb+Jannine,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Joubb Jannine,984,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Mount_Lebanon_Governorate,5.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Joun,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Joun,571,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
http://dbpedia.org/resource/Keserwan_District,6.70E-01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jounie+,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Jounie ,7104,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
http://dbpedia.org/resource/Baabda_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jouret+Arsoun,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Jouret Arsoun,2,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Keserwan_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jouret+Bedrane,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Jouret Bedrane,17,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Keserwan_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jouret+E-Tourmos,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Jouret E-Tourmos,25,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Matn_District,3.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jouret+El-Ballout,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Jouret El-Ballout,332,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Byblos_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kafr,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kafr,30,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Akkar_Governorate,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kafr+Harra,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kafr Harra,7,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Batroun_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kafr+Hatna,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kafr Hatna,4,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
https://dbpedia.org/page/South_Governorate,2.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kafr+Jarrah,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kafr Jarrah,182,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/North_Governorate,2.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kafr+Saroun,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kafr Saroun,205,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Zgharta_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kafr+horra,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kafr horra,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Bint_Jbeil_District,5.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kafra+Bent+Jbeil,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kafra Bent Jbeil,571,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Western_Beqaa_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kafraiya+West+Bekaa,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kafraiya West Bekaa,12,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/North_Governorate,2.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kafraya+El-Koura,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kafraya El-Koura,236,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Byblos_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kafrkida,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Kafrkida,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kafrnoun,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kafrnoun,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Sidon_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kafrya,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kafrya,8,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/North_Governorate,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kaftoun,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kaftoun,57,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/MiniyehâDanniyeh_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kahef+Maloul,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kahef Maloul,19,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Aley_District,1.30E-01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kahhaleh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kahhaleh,1376,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Mount_Lebanon_Governorate,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kahlouniet+Ech-Chouf,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kahlouniet Ech-Chouf,2,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Western_Beqaa_District,8.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kamed+El-Laouz,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kamed El-Laouz,863,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Beqaa_Governorate,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kaoukaba+Bou+Arab,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kaoukaba Bou Arab,100,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Hasbaya_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kaoukaba+Hasbaiya,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kaoukaba Hasbaiya,24,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Sidon_District,5.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kaoutariyet+Es-Siyad,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kaoutariyet Es-Siyad,495,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/South_Governorate,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Karkha,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Karkha,16,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
http://dbpedia.org/resource/MiniyehâDanniyeh_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Karm+El-Mohr,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Karm El-Mohr,3,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Zgharta_District,2.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Karm+Saddeh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Karm Saddeh,175,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Akkar_Governorate,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Karm+Zebdine,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Karm Zebdine,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
https://dbpedia.org/page/Mount_Lebanon_Governorate,9.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ketermaya,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Ketermaya,994,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Aley_District,4.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Keyfoun,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Keyfoun,427,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Batroun_District,4.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Aabida,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Aabida,411,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Aley_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Aamay,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Aamay,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Matn_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Aaqab,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Aaqab,29,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/North_Governorate,6.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Aaqqa,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Aaqqa,670,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Byblos_District,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Baal,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Baal,69,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Sidon_District,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Beit,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Beit,71,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/MiniyehâDanniyeh_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Bibnine,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Bibnine,33,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Sidon_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Chellal,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Chellal,12,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/MiniyehâDanniyeh_District,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Chellane,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Chellane,104,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Baabda_District,2.00E-01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Chima,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Chima,2064,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Hasbaya_District,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Chouba,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Chouba,151,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Baalbek-Hermel_Governorate,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Dane,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Dane,146,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Beqaa_Governorate,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Denis,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Denis,152,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Keserwan_District,4.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Dibiane,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Dibiane,370,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Bint_Jbeil_District,3.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Dounine,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Dounine,286,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/South_Governorate,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Falous,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Falous,17,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Mount_Lebanon_Governorate,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Faqoud,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Faqoud,19,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/MiniyehâDanniyeh_District,4.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Habou,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Habou,418,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Hasbaya_District,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Hamam,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Hamam,99,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Sidon_District,4.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Hatta+Saida,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Hatta Saida,465,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Batroun_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Hay,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Hay,49,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/North_Governorate,3.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Hazir,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Hazir,369,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Mount_Lebanon_Governorate,5.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Heam,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfar Heam,554,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
http://dbpedia.org/resource/Batroun_District,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Hilda,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Hilda,60,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/South_Governorate,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Houneh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Houneh,126,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Keserwan_District,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Jreif,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Jreif,86,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Marjeyoun_District,8.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Kila,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Kila,888,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Aley_District,4.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Matta,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Matta,409,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Sidon_District,4.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Melki+Saida,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Melki Saida,423,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Mount_Lebanon_Governorate,3.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Nabrakh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Nabrakh,290,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Mount_Lebanon_Governorate,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Niss,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfar Niss,13,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
https://dbpedia.org/page/Mount_Lebanon_Governorate,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Qatra,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfar Qatra,45,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
https://dbpedia.org/page/Beqaa_Governorate,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Qouq,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Qouq,154,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
